"","PA","SZ","YOUNG","ECONOMY ACTIVE","AGED","TOTAL","DEPENDENCY"
"1105","KALLANG","KAMPONG BUGIS",20,60,30,2132,0.833333333333333
"1106","KALLANG","KAMPONG BUGIS",0,40,0,2072,0
"1107","KALLANG","KAMPONG BUGIS",60,150,10,2222,0.466666666666667
"1108","KALLANG","KAMPONG BUGIS",70,170,100,2362,1
"1109","KALLANG","KAMPONG BUGIS",10,40,30,2112,1
"1110","KALLANG","KAMPONG BUGIS",10,30,0,2062,0.333333333333333
"1111","KALLANG","KAMPONG BUGIS",60,120,0,2192,0.5
"1112","KALLANG","KAMPONG JAVA",40,150,60,2282,0.666666666666667
"1113","KALLANG","KAMPONG JAVA",290,700,400,3422,0.985714285714286
"1114","KALLANG","KAMPONG JAVA",170,400,160,2752,0.825
"1115","KALLANG","KAMPONG JAVA",120,440,300,2922,0.954545454545455
"1116","KALLANG","KAMPONG JAVA",270,870,530,3702,0.919540229885057
"1117","KALLANG","KAMPONG JAVA",10,110,50,2192,0.545454545454545
"1118","KALLANG","KAMPONG JAVA",60,180,110,2362,0.944444444444444
"1119","KALLANG","KAMPONG JAVA",350,650,310,3322,1.01538461538462
"1120","KALLANG","KAMPONG JAVA",220,390,150,2732,0.948717948717949
"1121","KALLANG","KAMPONG JAVA",180,440,250,2892,0.977272727272727
"1122","KALLANG","KAMPONG JAVA",350,830,450,3602,0.963855421686747
"1123","KALLANG","KAMPONG JAVA",40,120,30,2212,0.583333333333333
"1124","KALLANG","LAVENDER",260,610,420,3302,1.11475409836066
"1125","KALLANG","LAVENDER",380,860,370,3632,0.872093023255814
"1126","KALLANG","LAVENDER",150,330,100,2602,0.757575757575758
"1127","KALLANG","LAVENDER",60,250,150,2512,0.84
"1128","KALLANG","LAVENDER",100,330,110,2592,0.636363636363636
"1129","KALLANG","LAVENDER",10,120,50,2212,0.5
"1130","KALLANG","LAVENDER",330,720,680,3732,1.40277777777778
"1131","KALLANG","LAVENDER",380,870,330,3572,0.816091954022989
"1132","KALLANG","LAVENDER",180,340,110,2622,0.852941176470588
"1133","KALLANG","LAVENDER",60,270,120,2502,0.666666666666667
"1134","KALLANG","LAVENDER",130,300,90,2572,0.733333333333333
"1135","KALLANG","LAVENDER",20,200,80,2352,0.5
"1136","KALLANG","TANJONG RHU",80,350,340,2832,1.2
"1137","KALLANG","TANJONG RHU",220,480,160,2882,0.791666666666667
"1138","KALLANG","TANJONG RHU",1030,1900,600,5572,0.857894736842105
"1139","KALLANG","TANJONG RHU",60,170,70,2332,0.764705882352941
"1140","KALLANG","TANJONG RHU",40,160,50,2282,0.5625
"1141","KALLANG","TANJONG RHU",70,40,0,2092,1.75
"1142","KALLANG","TANJONG RHU",100,360,250,2732,0.972222222222222
"1143","KALLANG","TANJONG RHU",220,410,150,2812,0.902439024390244
"1144","KALLANG","TANJONG RHU",990,1770,590,5302,0.892655367231638
"1145","KALLANG","TANJONG RHU",50,160,50,2292,0.625
"1146","KALLANG","TANJONG RHU",40,130,30,2232,0.538461538461538
"1147","KALLANG","TANJONG RHU",10,20,0,2052,0.5
"1148","MANDAI","MANDAI ESTATE",50,110,40,2222,0.818181818181818
"1149","MANDAI","MANDAI ESTATE",200,410,160,2772,0.878048780487805
"1150","MANDAI","MANDAI ESTATE",20,70,10,2122,0.428571428571429
"1151","MANDAI","MANDAI ESTATE",60,110,30,2212,0.818181818181818
"1152","MANDAI","MANDAI ESTATE",210,400,160,2752,0.925
"1153","MANDAI","MANDAI ESTATE",0,30,0,2062,0
"1154","MANDAI","MANDAI ESTATE",10,20,0,2042,0.5
"1155","MARINE PARADE","KATONG",20,130,10,2182,0.230769230769231
"1156","MARINE PARADE","KATONG",140,310,130,2592,0.870967741935484
"1157","MARINE PARADE","KATONG",860,1720,810,5302,0.970930232558139
"1158","MARINE PARADE","KATONG",20,120,30,2202,0.416666666666667
"1159","MARINE PARADE","KATONG",110,260,80,2472,0.730769230769231
"1160","MARINE PARADE","KATONG",50,150,40,2262,0.6
"1161","MARINE PARADE","KATONG",10,80,10,2142,0.25
"1162","MARINE PARADE","KATONG",130,280,120,2542,0.892857142857143
"1163","MARINE PARADE","KATONG",840,1540,700,4972,1
"1164","MARINE PARADE","KATONG",30,90,20,2172,0.555555555555556
"1165","MARINE PARADE","KATONG",100,240,60,2422,0.666666666666667
"1166","MARINE PARADE","KATONG",50,140,50,2272,0.714285714285714
"1167","MARINE PARADE","MARINE PARADE",500,880,480,3792,1.11363636363636
"1168","MARINE PARADE","MARINE PARADE",560,1140,620,4312,1.03508771929825
"1169","MARINE PARADE","MARINE PARADE",1120,2050,770,5822,0.921951219512195
"1170","MARINE PARADE","MARINE PARADE",430,1430,1130,5092,1.09090909090909
"1171","MARINE PARADE","MARINE PARADE",490,1260,900,4692,1.1031746031746
"1172","MARINE PARADE","MARINE PARADE",40,80,0,2142,0.5
"1173","MARINE PARADE","MARINE PARADE",560,930,510,3872,1.1505376344086
"1174","MARINE PARADE","MARINE PARADE",550,980,480,4012,1.05102040816327
"1175","MARINE PARADE","MARINE PARADE",1090,1820,650,5442,0.956043956043956
"1176","MARINE PARADE","MARINE PARADE",450,1240,770,4482,0.983870967741935
"1177","MARINE PARADE","MARINE PARADE",480,1120,630,4232,0.991071428571429
"1178","MARINE PARADE","MARINE PARADE",40,80,10,2142,0.625
"1179","MARINE PARADE","MOUNTBATTEN",0,10,0,2042,0
"1180","MARINE PARADE","MOUNTBATTEN",100,200,60,2382,0.8
"1181","MARINE PARADE","MOUNTBATTEN",1250,2310,1040,6502,0.991341991341991
"1182","MARINE PARADE","MOUNTBATTEN",30,150,30,2252,0.4
"1183","MARINE PARADE","MOUNTBATTEN",0,20,0,2042,0
"1184","MARINE PARADE","MOUNTBATTEN",90,190,50,2342,0.736842105263158
"1185","MARINE PARADE","MOUNTBATTEN",1160,2140,950,6092,0.985981308411215
"1186","MARINE PARADE","MOUNTBATTEN",30,120,30,2222,0.5
"1187","MARINE PARADE","MOUNTBATTEN",0,40,0,2062,0
"1188","MUSEUM","DHOBY GHAUT",0,30,0,2052,0
"1189","MUSEUM","DHOBY GHAUT",10,30,0,2062,0.333333333333333
"1190","MUSEUM","DHOBY GHAUT",0,30,0,2052,0
"1191","MUSEUM","DHOBY GHAUT",0,30,0,2052,0
"1192","MUSEUM","DHOBY GHAUT",0,20,0,2042,0
"1193","MUSEUM","DHOBY GHAUT",10,40,0,2082,0.25
"1194","MUSEUM","DHOBY GHAUT",0,40,0,2072,0
"1195","MUSEUM","DHOBY GHAUT",0,30,0,2052,0
"1196","MUSEUM","FORT CANNING",20,50,20,2112,0.8
"1197","MUSEUM","FORT CANNING",10,30,10,2092,0.666666666666667
"1198","NEWTON","CAIRNHILL",0,50,0,2082,0
"1199","NEWTON","CAIRNHILL",40,100,20,2172,0.6
"1200","NEWTON","CAIRNHILL",440,920,330,3722,0.83695652173913
"1201","NEWTON","CAIRNHILL",10,40,0,2072,0.25
"1202","NEWTON","CAIRNHILL",20,80,20,2142,0.5
"1203","NEWTON","CAIRNHILL",50,90,20,2182,0.777777777777778
"1204","NEWTON","CAIRNHILL",10,40,0,2072,0.25
"1205","NEWTON","CAIRNHILL",40,70,20,2152,0.857142857142857
"1206","NEWTON","CAIRNHILL",450,840,310,3552,0.904761904761905
"1207","NEWTON","CAIRNHILL",0,40,0,2072,0
"1208","NEWTON","CAIRNHILL",10,60,30,2132,0.666666666666667
"1209","NEWTON","CAIRNHILL",70,110,20,2212,0.818181818181818
"1210","NEWTON","GOODWOOD PARK",30,70,0,2122,0.428571428571429
"1211","NEWTON","GOODWOOD PARK",140,260,60,2472,0.769230769230769
"1212","NEWTON","GOODWOOD PARK",0,30,0,2052,0
"1213","NEWTON","GOODWOOD PARK",20,40,0,2082,0.5
"1214","NEWTON","GOODWOOD PARK",40,50,0,2112,0.8
"1215","NEWTON","GOODWOOD PARK",170,220,90,2472,1.18181818181818
"1216","NEWTON","GOODWOOD PARK",20,30,0,2072,0.666666666666667
"1217","NEWTON","GOODWOOD PARK",10,30,0,2062,0.333333333333333
"1218","NEWTON","MONK'S HILL",10,30,0,2072,0.333333333333333
"1219","NEWTON","MONK'S HILL",100,210,90,2422,0.904761904761905
"1220","NEWTON","MONK'S HILL",0,10,0,2042,0
"1221","NEWTON","MONK'S HILL",0,20,0,2042,0
"1222","NEWTON","MONK'S HILL",10,30,0,2052,0.333333333333333
"1223","NEWTON","MONK'S HILL",130,240,80,2452,0.875
"1224","NEWTON","MONK'S HILL",0,10,0,2032,0
"1225","NEWTON","MONK'S HILL",20,20,0,2062,1
"1226","NEWTON","NEWTON CIRCUS",20,70,20,2132,0.571428571428571
"1227","NEWTON","NEWTON CIRCUS",10,10,0,2042,1
"1228","NEWTON","NEWTON CIRCUS",50,70,10,2152,0.857142857142857
"1229","NEWTON","ORANGE GROVE",0,20,0,2042,0
"1230","NEWTON","ORANGE GROVE",270,490,210,2982,0.979591836734694
"1231","NEWTON","ORANGE GROVE",0,10,0,2032,0
"1232","NEWTON","ORANGE GROVE",0,10,0,2042,0
"1233","NEWTON","ORANGE GROVE",180,370,210,2802,1.05405405405405
"1234","NEWTON","ORANGE GROVE",0,20,0,2042,0
"1235","NOVENA","BALESTIER",350,1060,590,4032,0.886792452830189
"1236","NOVENA","BALESTIER",620,1540,710,4892,0.863636363636364
"1237","NOVENA","BALESTIER",930,2290,1030,6202,0.85589519650655
"1238","NOVENA","BALESTIER",530,1640,980,5192,0.920731707317073
"1239","NOVENA","BALESTIER",770,2040,770,5602,0.754901960784314
"1240","NOVENA","BALESTIER",100,280,200,2622,1.07142857142857
"1241","NOVENA","BALESTIER",410,1040,570,4022,0.942307692307692
"1242","NOVENA","BALESTIER",760,1480,610,4802,0.925675675675676
"1243","NOVENA","BALESTIER",1110,2120,900,6032,0.94811320754717
"1244","NOVENA","BALESTIER",550,1560,750,4932,0.833333333333333
"1245","NOVENA","BALESTIER",870,1890,660,5422,0.80952380952381
"1246","NOVENA","BALESTIER",100,280,170,2582,0.964285714285714
"1247","NOVENA","DUNEARN",630,1000,460,4022,1.09
"1248","NOVENA","DUNEARN",10,20,0,2042,0.5
"1249","NOVENA","DUNEARN",0,10,0,2042,0
"1250","NOVENA","DUNEARN",450,840,440,3702,1.05952380952381
"1251","NOVENA","DUNEARN",10,20,0,2052,0.5
"1252","NOVENA","MALCOLM",0,10,0,2032,0
"1253","NOVENA","MALCOLM",430,690,320,3432,1.08695652173913
"1254","NOVENA","MALCOLM",0,10,0,2032,0
"1255","NOVENA","MALCOLM",10,30,0,2062,0.333333333333333
"1256","NOVENA","MALCOLM",10,10,0,2032,1
"1257","NOVENA","MALCOLM",10,20,0,2042,0.5
"1258","NOVENA","MALCOLM",460,650,300,3342,1.16923076923077
"1259","NOVENA","MALCOLM",10,40,0,2062,0.25
"1260","NOVENA","MOULMEIN",30,150,10,2222,0.266666666666667
"1261","NOVENA","MOULMEIN",200,490,90,2832,0.591836734693878
"1262","NOVENA","MOULMEIN",700,1340,450,4512,0.858208955223881
"1263","NOVENA","MOULMEIN",40,190,20,2282,0.315789473684211
"1264","NOVENA","MOULMEIN",170,480,120,2822,0.604166666666667
"1265","NOVENA","MOULMEIN",80,160,40,2282,0.75
"1266","NOVENA","MOULMEIN",60,150,0,2222,0.4
"1267","NOVENA","MOULMEIN",410,570,70,2972,0.842105263157895
"1268","NOVENA","MOULMEIN",1070,1430,410,4692,1.03496503496504
"1269","NOVENA","MOULMEIN",90,180,10,2282,0.555555555555556
"1270","NOVENA","MOULMEIN",280,460,90,2802,0.804347826086957
"1271","NOVENA","MOULMEIN",120,180,50,2342,0.944444444444444
"1272","NOVENA","MOUNT PLEASANT",90,160,110,2372,1.25
"1273","NOVENA","MOUNT PLEASANT",100,180,100,2372,1.11111111111111
"1274","ORCHARD","BOULEVARD",0,10,0,2032,0
"1275","ORCHARD","BOULEVARD",40,70,40,2172,1.14285714285714
"1276","ORCHARD","BOULEVARD",0,10,0,2032,0
"1277","ORCHARD","BOULEVARD",40,80,50,2192,1.125
"1278","ORCHARD","BOULEVARD",10,10,10,2062,2
"1279","ORCHARD","TANGLIN",70,100,50,2252,1.2
"1280","ORCHARD","TANGLIN",60,80,40,2202,1.25
"1281","OUTRAM","CHINA SQUARE",30,190,180,2432,1.10526315789474
"1282","OUTRAM","CHINA SQUARE",0,30,10,2062,0.333333333333333
"1283","OUTRAM","CHINA SQUARE",0,80,140,2252,1.75
"1284","OUTRAM","CHINA SQUARE",40,140,140,2362,1.28571428571429
"1285","OUTRAM","CHINA SQUARE",0,10,20,2052,2
"1286","OUTRAM","CHINA SQUARE",20,80,80,2212,1.25
"1287","OUTRAM","CHINATOWN",180,550,510,3272,1.25454545454545
"1288","OUTRAM","CHINATOWN",270,570,160,3022,0.754385964912281
"1289","OUTRAM","CHINATOWN",10,60,10,2092,0.333333333333333
"1290","OUTRAM","CHINATOWN",50,170,160,2402,1.23529411764706
"1291","OUTRAM","CHINATOWN",580,1320,430,4372,0.765151515151515
"1292","OUTRAM","CHINATOWN",0,40,40,2102,1
"1293","OUTRAM","CHINATOWN",180,570,510,3282,1.21052631578947
"1294","OUTRAM","CHINATOWN",250,480,160,2952,0.854166666666667
"1295","OUTRAM","CHINATOWN",10,50,10,2092,0.4
"1296","OUTRAM","CHINATOWN",40,170,120,2352,0.941176470588235
"1297","OUTRAM","CHINATOWN",530,1190,360,4142,0.747899159663866
"1298","OUTRAM","CHINATOWN",0,40,30,2102,0.75
"1299","OUTRAM","PEARL'S HILL",310,650,630,3562,1.44615384615385
"1300","OUTRAM","PEARL'S HILL",0,60,50,2142,0.833333333333333
"1301","OUTRAM","PEARL'S HILL",100,280,260,2672,1.28571428571429
"1302","OUTRAM","PEARL'S HILL",0,30,50,2102,1.66666666666667
"1303","OUTRAM","PEARL'S HILL",310,860,1120,4282,1.66279069767442
"1304","OUTRAM","PEARL'S HILL",0,60,40,2132,0.666666666666667
"1305","OUTRAM","PEARL'S HILL",80,240,190,2542,1.125
"1306","OUTRAM","PEARL'S HILL",0,20,80,2132,4
"1307","OUTRAM","PEOPLE'S PARK",0,50,30,2112,0.6
"1308","OUTRAM","PEOPLE'S PARK",0,10,0,2032,0
"1309","OUTRAM","PEOPLE'S PARK",0,70,20,2122,0.285714285714286
"1310","PASIR RIS","FLORA DRIVE",20,170,20,2252,0.235294117647059
"1311","PASIR RIS","FLORA DRIVE",410,820,210,3402,0.75609756097561
"1312","PASIR RIS","FLORA DRIVE",1180,2370,930,6352,0.890295358649789
"1313","PASIR RIS","FLORA DRIVE",80,320,30,2462,0.34375
"1314","PASIR RIS","FLORA DRIVE",320,700,130,3212,0.642857142857143
"1315","PASIR RIS","FLORA DRIVE",20,150,0,2202,0.133333333333333
"1316","PASIR RIS","FLORA DRIVE",380,770,230,3352,0.792207792207792
"1317","PASIR RIS","FLORA DRIVE",1250,2170,950,6192,1.01382488479263
"1318","PASIR RIS","FLORA DRIVE",90,250,30,2402,0.48
"1319","PASIR RIS","FLORA DRIVE",360,680,150,3232,0.75
"1320","PASIR RIS","FLORA DRIVE",0,10,130,2162,13
"1321","PASIR RIS","LOYANG EAST",250,500,280,3042,1.06
"1322","PASIR RIS","LOYANG EAST",250,500,300,3032,1.1
"1323","PASIR RIS","LOYANG EAST",0,10,0,2032,0
"1324","PASIR RIS","LOYANG WEST",0,10,70,2102,7
"1325","PASIR RIS","PASIR RIS CENTRAL",60,270,140,2502,0.740740740740741
"1326","PASIR RIS","PASIR RIS CENTRAL",990,2270,640,5762,0.718061674008811
"1327","PASIR RIS","PASIR RIS CENTRAL",2250,5000,1850,10702,0.82
"1328","PASIR RIS","PASIR RIS CENTRAL",200,630,130,2982,0.523809523809524
"1329","PASIR RIS","PASIR RIS CENTRAL",710,1650,210,4492,0.557575757575758
"1330","PASIR RIS","PASIR RIS CENTRAL",80,200,100,2392,0.9
"1331","PASIR RIS","PASIR RIS CENTRAL",1090,2170,600,5652,0.778801843317972
"1332","PASIR RIS","PASIR RIS CENTRAL",2420,4830,1850,10542,0.884057971014493
"1333","PASIR RIS","PASIR RIS CENTRAL",190,520,110,2852,0.576923076923077
"1334","PASIR RIS","PASIR RIS CENTRAL",790,1610,180,4452,0.602484472049689
"1335","PASIR RIS","PASIR RIS DRIVE",40,100,230,2382,2.7
"1336","PASIR RIS","PASIR RIS DRIVE",2360,6280,2560,12812,0.78343949044586
"1337","PASIR RIS","PASIR RIS DRIVE",3820,8740,3150,16852,0.797482837528604
"1338","PASIR RIS","PASIR RIS DRIVE",70,210,100,2392,0.80952380952381
"1339","PASIR RIS","PASIR RIS DRIVE",50,140,170,2372,1.57142857142857
"1340","PASIR RIS","PASIR RIS DRIVE",2550,6150,2510,12682,0.822764227642276
"1341","PASIR RIS","PASIR RIS DRIVE",4090,8640,3200,16722,0.84375
"1342","PASIR RIS","PASIR RIS DRIVE",60,220,100,2392,0.727272727272727
"1343","PASIR RIS","PASIR RIS PARK",0,110,20,2172,0.181818181818182
"1344","PASIR RIS","PASIR RIS PARK",420,780,110,3302,0.67948717948718
"1345","PASIR RIS","PASIR RIS PARK",500,820,160,3452,0.804878048780488
"1346","PASIR RIS","PASIR RIS PARK",90,240,40,2402,0.541666666666667
"1347","PASIR RIS","PASIR RIS PARK",240,500,50,2792,0.58
"1348","PASIR RIS","PASIR RIS PARK",20,100,20,2182,0.4
"1349","PASIR RIS","PASIR RIS PARK",450,740,120,3282,0.77027027027027
"1350","PASIR RIS","PASIR RIS PARK",540,830,180,3462,0.867469879518072
"1351","PASIR RIS","PASIR RIS PARK",60,200,20,2312,0.4
"1352","PASIR RIS","PASIR RIS PARK",240,480,70,2792,0.645833333333333
"1353","PASIR RIS","PASIR RIS WEST",10,50,0,2092,0.2
"1354","PASIR RIS","PASIR RIS WEST",1660,3790,1070,8362,0.720316622691293
"1355","PASIR RIS","PASIR RIS WEST",2790,6310,1940,12472,0.749603803486529
"1356","PASIR RIS","PASIR RIS WEST",30,120,10,2182,0.333333333333333
"1357","PASIR RIS","PASIR RIS WEST",160,340,50,2572,0.617647058823529
"1358","PASIR RIS","PASIR RIS WEST",0,20,0,2052,0
"1359","PASIR RIS","PASIR RIS WEST",1780,3780,1090,8322,0.759259259259259
"1360","PASIR RIS","PASIR RIS WEST",3080,6220,2050,12532,0.82475884244373
"1361","PASIR RIS","PASIR RIS WEST",50,120,10,2202,0.5
"1362","PASIR RIS","PASIR RIS WEST",160,310,50,2542,0.67741935483871
"1363","PUNGGOL","MATILDA",500,1030,610,4112,1.07766990291262
"1364","PUNGGOL","MATILDA",2930,5190,860,10682,0.730250481695568
"1365","PUNGGOL","MATILDA",430,630,90,3142,0.825396825396825
"1366","PUNGGOL","MATILDA",830,1900,540,5192,0.721052631578947
"1367","PUNGGOL","MATILDA",3890,8030,1040,14152,0.613947696139477
"1368","PUNGGOL","MATILDA",450,980,550,3962,1.02040816326531
"1369","PUNGGOL","MATILDA",3230,5060,740,10692,0.784584980237154
"1370","PUNGGOL","MATILDA",470,610,90,3142,0.918032786885246
"1371","PUNGGOL","MATILDA",930,1650,430,4912,0.824242424242424
"1372","PUNGGOL","MATILDA",4020,7560,860,13652,0.645502645502645
"1373","PUNGGOL","NORTHSHORE",70,360,350,2882,1.16666666666667
"1374","PUNGGOL","NORTHSHORE",320,640,40,2972,0.5625
"1375","PUNGGOL","NORTHSHORE",110,200,90,2422,1
"1376","PUNGGOL","NORTHSHORE",180,360,100,2632,0.777777777777778
"1377","PUNGGOL","NORTHSHORE",640,1410,120,4112,0.539007092198582
"1378","PUNGGOL","NORTHSHORE",90,360,270,2842,1
"1379","PUNGGOL","NORTHSHORE",320,620,50,2962,0.596774193548387
"1380","PUNGGOL","NORTHSHORE",160,230,70,2452,1
"1381","PUNGGOL","NORTHSHORE",180,320,80,2572,0.8125
"1382","PUNGGOL","NORTHSHORE",680,1390,100,4122,0.561151079136691
"1383","PUNGGOL","PUNGGOL FIELD",210,270,60,2492,1
"1384","PUNGGOL","PUNGGOL FIELD",4280,7360,2020,15442,0.855978260869565
"1385","PUNGGOL","PUNGGOL FIELD",950,1380,380,4712,0.963768115942029
"1386","PUNGGOL","PUNGGOL FIELD",100,200,40,2362,0.7
"1387","PUNGGOL","PUNGGOL FIELD",2030,4210,1320,9502,0.795724465558195
"1388","PUNGGOL","PUNGGOL FIELD",0,10,90,2122,9
"1389","PUNGGOL","PUNGGOL FIELD",230,280,60,2532,1.03571428571429
"1390","PUNGGOL","PUNGGOL FIELD",4400,7000,1890,15082,0.898571428571429
"1391","PUNGGOL","PUNGGOL FIELD",1010,1340,390,4672,1.04477611940298
"1392","PUNGGOL","PUNGGOL FIELD",110,190,30,2342,0.736842105263158
"1393","PUNGGOL","PUNGGOL FIELD",2140,4030,1190,9192,0.826302729528536
"1394","PUNGGOL","PUNGGOL FIELD",0,20,170,2212,8.5
"1395","PUNGGOL","PUNGGOL TOWN CENTRE",320,660,130,3082,0.681818181818182
"1396","PUNGGOL","PUNGGOL TOWN CENTRE",860,1560,160,4452,0.653846153846154
"1397","PUNGGOL","PUNGGOL TOWN CENTRE",120,180,50,2372,0.944444444444444
"1398","PUNGGOL","PUNGGOL TOWN CENTRE",470,1110,330,3892,0.720720720720721
"1399","PUNGGOL","PUNGGOL TOWN CENTRE",1910,3870,440,7852,0.607235142118863
"1400","PUNGGOL","PUNGGOL TOWN CENTRE",290,550,160,3032,0.818181818181818
"1401","PUNGGOL","PUNGGOL TOWN CENTRE",950,1560,140,4472,0.698717948717949
"1402","PUNGGOL","PUNGGOL TOWN CENTRE",140,170,50,2372,1.11764705882353
"1403","PUNGGOL","PUNGGOL TOWN CENTRE",480,940,280,3652,0.808510638297872
"1404","PUNGGOL","PUNGGOL TOWN CENTRE",1990,3730,370,7682,0.632707774798928
"1405","PUNGGOL","WATERWAY EAST",300,760,580,3632,1.15789473684211
"1406","PUNGGOL","WATERWAY EAST",2350,4030,590,8642,0.729528535980149
"1407","PUNGGOL","WATERWAY EAST",360,510,70,2912,0.843137254901961
"1408","PUNGGOL","WATERWAY EAST",650,1530,540,4672,0.777777777777778
"1409","PUNGGOL","WATERWAY EAST",4620,9060,1200,16082,0.642384105960265
"1410","PUNGGOL","WATERWAY EAST",330,750,490,3552,1.09333333333333
"1411","PUNGGOL","WATERWAY EAST",2650,3940,510,8832,0.802030456852792
"1412","PUNGGOL","WATERWAY EAST",420,480,60,2932,1
"1413","PUNGGOL","WATERWAY EAST",700,1410,420,4392,0.794326241134752
"1414","PUNGGOL","WATERWAY EAST",4780,8570,980,15602,0.672112018669778
"1415","QUEENSTOWN","COMMONWEALTH",410,1190,870,4522,1.07563025210084
"1416","QUEENSTOWN","COMMONWEALTH",10,40,10,2072,0.5
"1417","QUEENSTOWN","COMMONWEALTH",10,40,20,2092,0.75
"1418","QUEENSTOWN","COMMONWEALTH",90,360,280,2772,1.02777777777778
"1419","QUEENSTOWN","COMMONWEALTH",430,1150,690,4282,0.973913043478261
"1420","QUEENSTOWN","COMMONWEALTH",0,10,10,2042,1
"1421","QUEENSTOWN","COMMONWEALTH",10,50,0,2082,0.2
"1422","QUEENSTOWN","COMMONWEALTH",100,330,180,2632,0.848484848484849
"1423","QUEENSTOWN","DOVER",30,70,50,2172,1.14285714285714
"1424","QUEENSTOWN","DOVER",390,680,280,3372,0.985294117647059
"1425","QUEENSTOWN","DOVER",270,510,230,3002,0.980392156862745
"1426","QUEENSTOWN","DOVER",140,490,370,3032,1.04081632653061
"1427","QUEENSTOWN","DOVER",380,940,550,3912,0.98936170212766
"1428","QUEENSTOWN","DOVER",130,140,60,2252,1.35714285714286
"1429","QUEENSTOWN","DOVER",50,80,80,2222,1.625
"1430","QUEENSTOWN","DOVER",460,670,270,3362,1.08955223880597
"1431","QUEENSTOWN","DOVER",280,490,210,2952,1
"1432","QUEENSTOWN","DOVER",180,470,230,2912,0.872340425531915
"1433","QUEENSTOWN","DOVER",410,940,390,3722,0.851063829787234
"1434","QUEENSTOWN","DOVER",20,50,90,2182,2.2
"1435","QUEENSTOWN","GHIM MOH",260,380,440,3042,1.84210526315789
"1436","QUEENSTOWN","GHIM MOH",210,400,230,2842,1.1
"1437","QUEENSTOWN","GHIM MOH",40,120,70,2252,0.916666666666667
"1438","QUEENSTOWN","GHIM MOH",380,1220,920,4522,1.0655737704918
"1439","QUEENSTOWN","GHIM MOH",610,1380,470,4382,0.782608695652174
"1440","QUEENSTOWN","GHIM MOH",250,410,350,2962,1.46341463414634
"1441","QUEENSTOWN","GHIM MOH",210,400,170,2772,0.95
"1442","QUEENSTOWN","GHIM MOH",50,100,50,2212,1
"1443","QUEENSTOWN","GHIM MOH",360,1050,630,4052,0.942857142857143
"1444","QUEENSTOWN","GHIM MOH",700,1330,340,4242,0.781954887218045
"1445","QUEENSTOWN","HOLLAND DRIVE",100,380,340,2872,1.15789473684211
"1446","QUEENSTOWN","HOLLAND DRIVE",220,560,330,3112,0.982142857142857
"1447","QUEENSTOWN","HOLLAND DRIVE",110,280,160,2562,0.964285714285714
"1448","QUEENSTOWN","HOLLAND DRIVE",230,1080,860,4292,1.00925925925926
"1449","QUEENSTOWN","HOLLAND DRIVE",260,680,590,3572,1.25
"1450","QUEENSTOWN","HOLLAND DRIVE",120,340,270,2772,1.14705882352941
"1451","QUEENSTOWN","HOLLAND DRIVE",210,540,280,3032,0.907407407407407
"1452","QUEENSTOWN","HOLLAND DRIVE",130,310,140,2562,0.870967741935484
"1453","QUEENSTOWN","HOLLAND DRIVE",290,920,510,3782,0.869565217391304
"1454","QUEENSTOWN","HOLLAND DRIVE",250,670,340,3262,0.880597014925373
"1455","QUEENSTOWN","MARGARET DRIVE",20,290,410,2762,1.48275862068966
"1456","QUEENSTOWN","MARGARET DRIVE",540,1120,370,4012,0.8125
"1457","QUEENSTOWN","MARGARET DRIVE",190,380,180,2762,0.973684210526316
"1458","QUEENSTOWN","MARGARET DRIVE",310,1300,700,4352,0.776923076923077
"1459","QUEENSTOWN","MARGARET DRIVE",1440,3430,920,7662,0.688046647230321
"1460","QUEENSTOWN","MARGARET DRIVE",50,210,330,2612,1.80952380952381
"1461","QUEENSTOWN","MARGARET DRIVE",610,1080,300,3982,0.842592592592593
"1462","QUEENSTOWN","MARGARET DRIVE",180,370,180,2722,0.972972972972973
"1463","QUEENSTOWN","MARGARET DRIVE",290,1070,480,3892,0.719626168224299
"1464","QUEENSTOWN","MARGARET DRIVE",1470,3140,680,7172,0.684713375796178
"1465","QUEENSTOWN","MARGARET DRIVE",0,10,110,2142,11
"1466","QUEENSTOWN","MEI CHIN",320,750,510,3572,1.10666666666667
"1467","QUEENSTOWN","MEI CHIN",360,810,300,3482,0.814814814814815
"1468","QUEENSTOWN","MEI CHIN",460,1010,520,3932,0.97029702970297
"1469","QUEENSTOWN","MEI CHIN",240,860,580,3722,0.953488372093023
"1470","QUEENSTOWN","MEI CHIN",190,520,320,3042,0.980769230769231
"1471","QUEENSTOWN","MEI CHIN",40,80,50,2182,1.125
"1472","QUEENSTOWN","MEI CHIN",350,770,510,3612,1.11688311688312
"1473","QUEENSTOWN","MEI CHIN",370,740,260,3342,0.851351351351351
"1474","QUEENSTOWN","MEI CHIN",480,970,500,3882,1.01030927835052
"1475","QUEENSTOWN","MEI CHIN",210,690,430,3362,0.927536231884058
"1476","QUEENSTOWN","MEI CHIN",180,440,220,2862,0.909090909090909
"1477","QUEENSTOWN","MEI CHIN",40,110,40,2202,0.727272727272727
"1478","QUEENSTOWN","NATIONAL UNIVERSITY OF S'PORE",90,130,0,2162,0.692307692307692
"1479","QUEENSTOWN","NATIONAL UNIVERSITY OF S'PORE",40,90,0,2122,0.444444444444444
"1480","QUEENSTOWN","ONE NORTH",0,20,0,2042,0
