"","PA","SZ","YOUNG","ECONOMY ACTIVE","AGED","TOTAL","DEPENDENCY"
"1","ANG MO KIO","ANG MO KIO TOWN CENTRE",410,750,340,3532,1
"2","ANG MO KIO","ANG MO KIO TOWN CENTRE",100,200,60,2362,0.8
"3","ANG MO KIO","ANG MO KIO TOWN CENTRE",30,120,70,2232,0.833333333333333
"4","ANG MO KIO","ANG MO KIO TOWN CENTRE",120,270,120,2542,0.888888888888889
"5","ANG MO KIO","ANG MO KIO TOWN CENTRE",410,750,290,3432,0.933333333333333
"6","ANG MO KIO","ANG MO KIO TOWN CENTRE",110,160,40,2302,0.9375
"7","ANG MO KIO","ANG MO KIO TOWN CENTRE",30,110,30,2192,0.545454545454545
"8","ANG MO KIO","ANG MO KIO TOWN CENTRE",120,260,90,2492,0.807692307692308
"9","ANG MO KIO","CHENG SAN",80,170,250,2502,1.94117647058824
"10","ANG MO KIO","CHENG SAN",500,1110,430,4032,0.837837837837838
"11","ANG MO KIO","CHENG SAN",80,180,120,2392,1.11111111111111
"12","ANG MO KIO","CHENG SAN",780,2710,1820,7392,0.959409594095941
"13","ANG MO KIO","CHENG SAN",1000,2960,1740,7702,0.925675675675676
"14","ANG MO KIO","CHENG SAN",130,220,170,2512,1.36363636363636
"15","ANG MO KIO","CHENG SAN",570,1070,410,3992,0.91588785046729
"16","ANG MO KIO","CHENG SAN",80,180,100,2372,1
"17","ANG MO KIO","CHENG SAN",880,2530,1450,6852,0.920948616600791
"18","ANG MO KIO","CHENG SAN",1140,2820,1430,7302,0.911347517730496
"19","ANG MO KIO","CHENG SAN",0,40,10,2072,0.25
"20","ANG MO KIO","CHONG BOON",170,320,210,2682,1.1875
"21","ANG MO KIO","CHONG BOON",370,880,510,3772,1
"22","ANG MO KIO","CHONG BOON",50,110,80,2262,1.18181818181818
"23","ANG MO KIO","CHONG BOON",740,2420,1860,7112,1.07438016528926
"24","ANG MO KIO","CHONG BOON",890,2550,1640,7072,0.992156862745098
"25","ANG MO KIO","CHONG BOON",0,50,120,2192,2.4
"26","ANG MO KIO","CHONG BOON",200,390,260,2812,1.17948717948718
"27","ANG MO KIO","CHONG BOON",400,860,420,3662,0.953488372093023
"28","ANG MO KIO","CHONG BOON",50,130,90,2292,1.07692307692308
"29","ANG MO KIO","CHONG BOON",930,2230,1460,6592,1.07174887892377
"30","ANG MO KIO","CHONG BOON",950,2470,1370,6722,0.939271255060729
"31","ANG MO KIO","CHONG BOON",0,80,190,2302,2.375
"32","ANG MO KIO","KEBUN BAHRU",180,480,400,3062,1.20833333333333
"33","ANG MO KIO","KEBUN BAHRU",200,310,140,2652,1.09677419354839
"34","ANG MO KIO","KEBUN BAHRU",430,790,410,3592,1.06329113924051
"35","ANG MO KIO","KEBUN BAHRU",720,2150,1400,6352,0.986046511627907
"36","ANG MO KIO","KEBUN BAHRU",760,1930,1170,5832,1
"37","ANG MO KIO","KEBUN BAHRU",0,20,40,2082,2
"38","ANG MO KIO","KEBUN BAHRU",220,530,390,3112,1.15094339622642
"39","ANG MO KIO","KEBUN BAHRU",140,280,120,2562,0.928571428571429
"40","ANG MO KIO","KEBUN BAHRU",360,720,370,3422,1.01388888888889
"41","ANG MO KIO","KEBUN BAHRU",690,1960,1170,5852,0.948979591836735
"42","ANG MO KIO","KEBUN BAHRU",650,1750,960,5332,0.92
"43","ANG MO KIO","KEBUN BAHRU",10,50,90,2162,2
"44","ANG MO KIO","SEMBAWANG HILLS",30,90,60,2202,1
"45","ANG MO KIO","SEMBAWANG HILLS",900,1560,740,5082,1.05128205128205
"46","ANG MO KIO","SEMBAWANG HILLS",0,20,0,2052,0
"47","ANG MO KIO","SEMBAWANG HILLS",30,80,60,2182,1.125
"48","ANG MO KIO","SEMBAWANG HILLS",10,30,0,2052,0.333333333333333
"49","ANG MO KIO","SEMBAWANG HILLS",40,90,60,2212,1.11111111111111
"50","ANG MO KIO","SEMBAWANG HILLS",760,1330,720,4702,1.11278195488722
"51","ANG MO KIO","SEMBAWANG HILLS",10,10,10,2062,2
"52","ANG MO KIO","SEMBAWANG HILLS",30,80,40,2162,0.875
"53","ANG MO KIO","SHANGRI-LA",370,590,490,3402,1.45762711864407
"54","ANG MO KIO","SHANGRI-LA",230,480,100,2782,0.6875
"55","ANG MO KIO","SHANGRI-LA",190,410,250,2852,1.07317073170732
"56","ANG MO KIO","SHANGRI-LA",390,1270,960,4672,1.06299212598425
"57","ANG MO KIO","SHANGRI-LA",620,1570,810,4982,0.910828025477707
"58","ANG MO KIO","SHANGRI-LA",10,10,40,2082,5
"59","ANG MO KIO","SHANGRI-LA",410,720,520,3532,1.29166666666667
"60","ANG MO KIO","SHANGRI-LA",270,470,110,2822,0.808510638297872
"61","ANG MO KIO","SHANGRI-LA",170,390,220,2762,1
"62","ANG MO KIO","SHANGRI-LA",470,1250,770,4522,0.992
"63","ANG MO KIO","SHANGRI-LA",620,1540,660,4772,0.831168831168831
"64","ANG MO KIO","SHANGRI-LA",0,20,60,2102,3
"65","ANG MO KIO","TAGORE",0,20,0,2052,0
"66","ANG MO KIO","TAGORE",140,330,120,2572,0.787878787878788
"67","ANG MO KIO","TAGORE",820,1660,920,5282,1.04819277108434
"68","ANG MO KIO","TAGORE",30,90,20,2152,0.555555555555556
"69","ANG MO KIO","TAGORE",20,40,0,2092,0.5
"70","ANG MO KIO","TAGORE",100,290,130,2532,0.793103448275862
"71","ANG MO KIO","TAGORE",750,1490,900,5022,1.10738255033557
"72","ANG MO KIO","TAGORE",30,60,10,2122,0.666666666666667
"73","ANG MO KIO","TAGORE",0,10,0,2042,0
"74","ANG MO KIO","TOWNSVILLE",100,240,260,2612,1.5
"75","ANG MO KIO","TOWNSVILLE",310,520,200,3072,0.980769230769231
"76","ANG MO KIO","TOWNSVILLE",180,480,250,2912,0.895833333333333
"77","ANG MO KIO","TOWNSVILLE",360,1260,1100,4812,1.15873015873016
"78","ANG MO KIO","TOWNSVILLE",880,2560,1700,7152,1.0078125
"79","ANG MO KIO","TOWNSVILLE",130,290,270,2682,1.37931034482759
"80","ANG MO KIO","TOWNSVILLE",330,470,160,3002,1.04255319148936
"81","ANG MO KIO","TOWNSVILLE",170,400,240,2812,1.025
"82","ANG MO KIO","TOWNSVILLE",380,1110,790,4302,1.05405405405405
"83","ANG MO KIO","TOWNSVILLE",960,2400,1330,6662,0.954166666666667
"84","ANG MO KIO","TOWNSVILLE",0,10,0,2032,0
"85","ANG MO KIO","YIO CHU KANG EAST",0,10,0,2032,0
"86","ANG MO KIO","YIO CHU KANG EAST",70,150,40,2272,0.733333333333333
"87","ANG MO KIO","YIO CHU KANG EAST",450,930,440,3792,0.956989247311828
"88","ANG MO KIO","YIO CHU KANG EAST",0,40,0,2072,0
"89","ANG MO KIO","YIO CHU KANG EAST",0,10,0,2042,0
"90","ANG MO KIO","YIO CHU KANG EAST",0,10,0,2032,0
"91","ANG MO KIO","YIO CHU KANG EAST",80,110,30,2232,1
"92","ANG MO KIO","YIO CHU KANG EAST",460,870,460,3712,1.05747126436782
"93","ANG MO KIO","YIO CHU KANG EAST",0,40,0,2062,0
"94","ANG MO KIO","YIO CHU KANG EAST",0,20,0,2052,0
"95","ANG MO KIO","YIO CHU KANG WEST",440,620,430,3382,1.40322580645161
"96","ANG MO KIO","YIO CHU KANG WEST",550,990,320,3832,0.878787878787879
"97","ANG MO KIO","YIO CHU KANG WEST",790,1620,740,5072,0.944444444444444
"98","ANG MO KIO","YIO CHU KANG WEST",470,1410,1000,4942,1.04255319148936
"99","ANG MO KIO","YIO CHU KANG WEST",540,1490,1070,5162,1.08053691275168
"100","ANG MO KIO","YIO CHU KANG WEST",0,10,0,2032,0
"101","ANG MO KIO","YIO CHU KANG WEST",430,680,400,3392,1.22058823529412
"102","ANG MO KIO","YIO CHU KANG WEST",490,900,310,3662,0.888888888888889
"103","ANG MO KIO","YIO CHU KANG WEST",790,1480,710,4902,1.01351351351351
"104","ANG MO KIO","YIO CHU KANG WEST",500,1290,760,4562,0.976744186046512
"105","ANG MO KIO","YIO CHU KANG WEST",530,1460,900,4892,0.979452054794521
"106","ANG MO KIO","YIO CHU KANG WEST",0,10,10,2042,1
"107","BEDOK","BAYSHORE",360,630,180,3182,0.857142857142857
"108","BEDOK","BAYSHORE",570,900,300,3802,0.966666666666667
"109","BEDOK","BAYSHORE",0,50,0,2082,0
"110","BEDOK","BAYSHORE",160,530,210,2952,0.69811320754717
"111","BEDOK","BAYSHORE",330,600,160,3082,0.816666666666667
"112","BEDOK","BAYSHORE",560,880,270,3712,0.943181818181818
"113","BEDOK","BAYSHORE",0,40,0,2072,0
"114","BEDOK","BAYSHORE",190,480,170,2852,0.75
"115","BEDOK","BEDOK NORTH",920,2100,1730,6642,1.26190476190476
"116","BEDOK","BEDOK NORTH",1180,2530,1080,6682,0.893280632411067
"117","BEDOK","BEDOK NORTH",1280,2700,1350,7202,0.974074074074074
"118","BEDOK","BEDOK NORTH",1940,5390,3870,13272,1.07792207792208
"119","BEDOK","BEDOK NORTH",3200,8090,4350,17462,0.933250927070457
"120","BEDOK","BEDOK NORTH",10,130,60,2222,0.538461538461538
"121","BEDOK","BEDOK NORTH",1080,2310,1680,6882,1.19480519480519
"122","BEDOK","BEDOK NORTH",1210,2310,990,6372,0.952380952380952
"123","BEDOK","BEDOK NORTH",1280,2470,1340,6892,1.06072874493927
"124","BEDOK","BEDOK NORTH",2040,5470,3230,12622,0.963436928702011
"125","BEDOK","BEDOK NORTH",3440,7860,3780,16672,0.918575063613232
"126","BEDOK","BEDOK NORTH",30,140,60,2262,0.642857142857143
"127","BEDOK","BEDOK RESERVOIR",0,80,0,2112,0
"128","BEDOK","BEDOK RESERVOIR",1550,3160,1280,7832,0.895569620253165
"129","BEDOK","BEDOK RESERVOIR",970,1880,680,5432,0.877659574468085
"130","BEDOK","BEDOK RESERVOIR",240,700,420,3392,0.942857142857143
"131","BEDOK","BEDOK RESERVOIR",410,1210,500,4142,0.752066115702479
"132","BEDOK","BEDOK RESERVOIR",0,40,10,2082,0.25
"133","BEDOK","BEDOK RESERVOIR",1580,3050,1240,7702,0.924590163934426
"134","BEDOK","BEDOK RESERVOIR",1030,1790,660,5362,0.94413407821229
"135","BEDOK","BEDOK RESERVOIR",230,600,350,3192,0.966666666666667
"136","BEDOK","BEDOK RESERVOIR",440,1110,440,4002,0.792792792792793
"137","BEDOK","BEDOK RESERVOIR",0,10,0,2032,0
"138","BEDOK","BEDOK SOUTH",300,820,590,3752,1.08536585365854
"139","BEDOK","BEDOK SOUTH",760,1660,820,5222,0.951807228915663
"140","BEDOK","BEDOK SOUTH",2380,4770,2580,11482,1.0398322851153
"141","BEDOK","BEDOK SOUTH",510,1670,1250,5472,1.05389221556886
"142","BEDOK","BEDOK SOUTH",1230,3300,1920,8452,0.954545454545455
"143","BEDOK","BEDOK SOUTH",10,60,80,2162,1.5
"144","BEDOK","BEDOK SOUTH",310,860,560,3722,1.01162790697674
"145","BEDOK","BEDOK SOUTH",840,1610,710,5052,0.962732919254658
"146","BEDOK","BEDOK SOUTH",2460,4540,2450,11002,1.08149779735683
"147","BEDOK","BEDOK SOUTH",540,1590,940,5122,0.930817610062893
"148","BEDOK","BEDOK SOUTH",1330,3220,1550,7952,0.894409937888199
"149","BEDOK","BEDOK SOUTH",0,60,110,2202,1.83333333333333
"150","BEDOK","FRANKEL",50,350,20,2492,0.2
"151","BEDOK","FRANKEL",750,1320,360,4372,0.840909090909091
"152","BEDOK","FRANKEL",3450,6460,3170,14842,1.02476780185759
"153","BEDOK","FRANKEL",100,360,40,2542,0.388888888888889
"154","BEDOK","FRANKEL",270,690,160,3152,0.623188405797101
"155","BEDOK","FRANKEL",60,160,90,2322,0.9375
"156","BEDOK","FRANKEL",60,270,30,2392,0.333333333333333
"157","BEDOK","FRANKEL",650,1120,320,4112,0.866071428571429
"158","BEDOK","FRANKEL",3410,6070,2830,13892,1.02800658978583
"159","BEDOK","FRANKEL",110,290,40,2482,0.517241379310345
"160","BEDOK","FRANKEL",280,590,140,3022,0.711864406779661
"161","BEDOK","FRANKEL",60,170,100,2352,0.941176470588235
"162","BEDOK","KAKI BUKIT",70,320,250,2682,1
"163","BEDOK","KAKI BUKIT",590,1490,710,4712,0.87248322147651
"164","BEDOK","KAKI BUKIT",1680,4010,1960,9372,0.907730673316708
"165","BEDOK","KAKI BUKIT",440,1200,890,4542,1.10833333333333
"166","BEDOK","KAKI BUKIT",990,2590,1490,6992,0.957528957528958
"167","BEDOK","KAKI BUKIT",0,30,10,2062,0.333333333333333
"168","BEDOK","KAKI BUKIT",50,300,180,2562,0.766666666666667
"169","BEDOK","KAKI BUKIT",620,1400,670,4612,0.921428571428571
"170","BEDOK","KAKI BUKIT",1820,3850,1950,9212,0.979220779220779
"171","BEDOK","KAKI BUKIT",420,1210,690,4312,0.917355371900826
"172","BEDOK","KAKI BUKIT",1080,2580,1350,6892,0.941860465116279
"173","BEDOK","KAKI BUKIT",0,40,20,2092,0.5
"174","BEDOK","KEMBANGAN",210,600,650,3452,1.43333333333333
"175","BEDOK","KEMBANGAN",550,1320,660,4522,0.916666666666667
"176","BEDOK","KEMBANGAN",1750,3930,2300,9772,1.03053435114504
"177","BEDOK","KEMBANGAN",620,1710,1070,5412,0.988304093567251
"178","BEDOK","KEMBANGAN",610,1510,610,4702,0.80794701986755
"179","BEDOK","KEMBANGAN",30,130,170,2362,1.53846153846154
"180","BEDOK","KEMBANGAN",200,700,820,3742,1.45714285714286
"181","BEDOK","KEMBANGAN",540,1270,580,4352,0.881889763779528
"182","BEDOK","KEMBANGAN",1800,3780,2140,9422,1.04232804232804
"183","BEDOK","KEMBANGAN",660,1730,910,5262,0.907514450867052
"184","BEDOK","KEMBANGAN",680,1530,520,4642,0.784313725490196
"185","BEDOK","KEMBANGAN",30,190,190,2442,1.15789473684211
"186","BEDOK","SIGLAP",0,80,0,2112,0
"187","BEDOK","SIGLAP",160,310,140,2632,0.967741935483871
"188","BEDOK","SIGLAP",530,1250,900,4672,1.144
"189","BEDOK","SIGLAP",20,130,30,2232,0.384615384615385
"190","BEDOK","SIGLAP",30,60,10,2122,0.666666666666667
"191","BEDOK","SIGLAP",70,40,0,2092,1.75
"192","BEDOK","SIGLAP",0,40,0,2072,0
"193","BEDOK","SIGLAP",150,260,110,2562,1
"194","BEDOK","SIGLAP",530,1160,760,4422,1.11206896551724
"195","BEDOK","SIGLAP",40,120,30,2222,0.583333333333333
"196","BEDOK","SIGLAP",30,60,20,2132,0.833333333333333
"197","BEDOK","SIGLAP",10,10,0,2042,1
"198","BISHAN","BISHAN EAST",0,60,130,2212,2.16666666666667
"199","BISHAN","BISHAN EAST",560,1310,670,4522,0.938931297709924
"200","BISHAN","BISHAN EAST",1490,3270,1810,8402,1.00917431192661
"201","BISHAN","BISHAN EAST",170,630,470,3332,1.01587301587302
"202","BISHAN","BISHAN EAST",570,1920,1120,5672,0.880208333333333
"203","BISHAN","BISHAN EAST",0,40,90,2162,2.25
"204","BISHAN","BISHAN EAST",0,40,90,2162,2.25
"205","BISHAN","BISHAN EAST",570,1260,580,4352,0.912698412698413
"206","BISHAN","BISHAN EAST",1610,3170,1670,8182,1.03470031545741
"207","BISHAN","BISHAN EAST",200,510,260,2992,0.901960784313726
"208","BISHAN","BISHAN EAST",660,1830,870,5322,0.836065573770492
"209","BISHAN","BISHAN EAST",0,40,70,2142,1.75
"210","BISHAN","MARYMOUNT",0,10,0,2032,0
"211","BISHAN","MARYMOUNT",1560,4360,1930,9822,0.80045871559633
"212","BISHAN","MARYMOUNT",1370,3060,1600,7902,0.970588235294118
"213","BISHAN","MARYMOUNT",170,390,90,2652,0.666666666666667
"214","BISHAN","MARYMOUNT",50,30,0,2072,1.66666666666667
"215","BISHAN","MARYMOUNT",2050,4250,1800,9742,0.905882352941176
"216","BISHAN","MARYMOUNT",1690,3040,1510,7912,1.05263157894737
"217","BISHAN","MARYMOUNT",200,360,70,2622,0.75
"218","BISHAN","MARYMOUNT",10,10,10,2042,2
"219","BISHAN","UPPER THOMSON",110,250,90,2442,0.8
"220","BISHAN","UPPER THOMSON",720,1540,700,4872,0.922077922077922
"221","BISHAN","UPPER THOMSON",1900,3860,2130,9642,1.0440414507772
"222","BISHAN","UPPER THOMSON",240,830,650,3772,1.07228915662651
"223","BISHAN","UPPER THOMSON",360,980,550,3942,0.928571428571429
"224","BISHAN","UPPER THOMSON",10,30,70,2142,2.66666666666667
"225","BISHAN","UPPER THOMSON",70,250,200,2542,1.08
"226","BISHAN","UPPER THOMSON",730,1430,620,4672,0.944055944055944
"227","BISHAN","UPPER THOMSON",1900,3620,1880,9102,1.04419889502762
"228","BISHAN","UPPER THOMSON",260,780,480,3522,0.948717948717949
"229","BISHAN","UPPER THOMSON",400,910,480,3792,0.967032967032967
"230","BISHAN","UPPER THOMSON",20,40,80,2162,2.5
"231","BUKIT BATOK","BRICKWORKS",650,1570,670,5002,0.840764331210191
"232","BUKIT BATOK","BRICKWORKS",1210,2180,130,5342,0.614678899082569
"233","BUKIT BATOK","BRICKWORKS",70,110,30,2222,0.909090909090909
"234","BUKIT BATOK","BRICKWORKS",650,1090,200,3812,0.779816513761468
"235","BUKIT BATOK","BRICKWORKS",1980,3750,240,7672,0.592
"236","BUKIT BATOK","BRICKWORKS",650,1540,670,4972,0.857142857142857
"237","BUKIT BATOK","BRICKWORKS",1230,2140,120,5352,0.630841121495327
"238","BUKIT BATOK","BRICKWORKS",80,100,50,2232,1.3
"239","BUKIT BATOK","BRICKWORKS",630,1000,170,3652,0.8
"240","BUKIT BATOK","BRICKWORKS",2130,3650,210,7632,0.641095890410959
"241","BUKIT BATOK","BRICKWORKS",0,10,70,2102,7
"242","BUKIT BATOK","BUKIT BATOK CENTRAL",130,270,270,2672,1.48148148148148
"243","BUKIT BATOK","BUKIT BATOK CENTRAL",1260,2850,1270,7282,0.887719298245614
"244","BUKIT BATOK","BUKIT BATOK CENTRAL",840,1830,810,5372,0.901639344262295
"245","BUKIT BATOK","BUKIT BATOK CENTRAL",310,990,590,3912,0.909090909090909
"246","BUKIT BATOK","BUKIT BATOK CENTRAL",770,1560,410,4612,0.756410256410256
"247","BUKIT BATOK","BUKIT BATOK CENTRAL",0,10,0,2032,0
"248","BUKIT BATOK","BUKIT BATOK CENTRAL",170,330,300,2782,1.42424242424242
"249","BUKIT BATOK","BUKIT BATOK CENTRAL",1290,2780,1230,7132,0.906474820143885
"250","BUKIT BATOK","BUKIT BATOK CENTRAL",880,1680,770,5172,0.982142857142857
"251","BUKIT BATOK","BUKIT BATOK CENTRAL",320,860,470,3662,0.918604651162791
"252","BUKIT BATOK","BUKIT BATOK CENTRAL",820,1500,380,4552,0.8
"253","BUKIT BATOK","BUKIT BATOK EAST",130,340,200,2702,0.970588235294118
"254","BUKIT BATOK","BUKIT BATOK EAST",200,540,300,3032,0.925925925925926
"255","BUKIT BATOK","BUKIT BATOK EAST",470,1370,900,4792,1
"256","BUKIT BATOK","BUKIT BATOK EAST",320,890,540,3742,0.966292134831461
"257","BUKIT BATOK","BUKIT BATOK EAST",10,20,10,2072,1
"258","BUKIT BATOK","BUKIT BATOK EAST",170,360,170,2712,0.944444444444444
"259","BUKIT BATOK","BUKIT BATOK EAST",230,540,280,3012,0.944444444444444
"260","BUKIT BATOK","BUKIT BATOK EAST",500,1330,760,4612,0.947368421052632
"261","BUKIT BATOK","BUKIT BATOK EAST",360,910,510,3742,0.956043956043956
"262","BUKIT BATOK","BUKIT BATOK EAST",0,40,10,2082,0.25
"263","BUKIT BATOK","BUKIT BATOK SOUTH",780,1770,630,5082,0.796610169491525
"264","BUKIT BATOK","BUKIT BATOK SOUTH",600,1440,580,4512,0.819444444444444
"265","BUKIT BATOK","BUKIT BATOK SOUTH",60,150,20,2232,0.533333333333333
"266","BUKIT BATOK","BUKIT BATOK SOUTH",410,960,300,3622,0.739583333333333
"267","BUKIT BATOK","BUKIT BATOK SOUTH",830,1750,610,5052,0.822857142857143
"268","BUKIT BATOK","BUKIT BATOK SOUTH",680,1370,650,4522,0.970802919708029
"269","BUKIT BATOK","BUKIT BATOK SOUTH",60,110,20,2202,0.727272727272727
"270","BUKIT BATOK","BUKIT BATOK SOUTH",420,950,280,3582,0.736842105263158
"271","BUKIT BATOK","BUKIT BATOK SOUTH",0,10,0,2032,0
"272","BUKIT BATOK","BUKIT BATOK WEST",610,1340,590,4472,0.895522388059702
"273","BUKIT BATOK","BUKIT BATOK WEST",260,600,290,3122,0.916666666666667
"274","BUKIT BATOK","BUKIT BATOK WEST",480,1150,680,4332,1.00869565217391
"275","BUKIT BATOK","BUKIT BATOK WEST",340,850,370,3532,0.835294117647059
"276","BUKIT BATOK","BUKIT BATOK WEST",620,1290,560,4342,0.914728682170543
"277","BUKIT BATOK","BUKIT BATOK WEST",260,530,290,3052,1.0377358490566
"278","BUKIT BATOK","BUKIT BATOK WEST",490,1110,630,4242,1.00900900900901
"279","BUKIT BATOK","BUKIT BATOK WEST",410,830,310,3502,0.867469879518072
"280","BUKIT BATOK","GOMBAK",10,110,0,2142,0.0909090909090909
"281","BUKIT BATOK","GOMBAK",360,680,300,3362,0.970588235294118
"282","BUKIT BATOK","GOMBAK",420,900,310,3562,0.811111111111111
"283","BUKIT BATOK","GOMBAK",10,50,0,2092,0.2
"284","BUKIT BATOK","GOMBAK",410,990,480,3902,0.898989898989899
"285","BUKIT BATOK","GOMBAK",10,60,0,2102,0.166666666666667
"286","BUKIT BATOK","GOMBAK",360,670,250,3312,0.91044776119403
"287","BUKIT BATOK","GOMBAK",450,910,360,3582,0.89010989010989
"288","BUKIT BATOK","GOMBAK",20,60,0,2092,0.333333333333333
"289","BUKIT BATOK","GOMBAK",410,900,370,3722,0.866666666666667
"290","BUKIT BATOK","GUILIN",130,390,220,2772,0.897435897435897
"291","BUKIT BATOK","GUILIN",570,1100,260,3912,0.754545454545455
"292","BUKIT BATOK","GUILIN",400,830,340,3532,0.891566265060241
"293","BUKIT BATOK","GUILIN",190,560,360,3122,0.982142857142857
"294","BUKIT BATOK","GUILIN",290,690,240,3212,0.768115942028985
"295","BUKIT BATOK","GUILIN",130,400,150,2702,0.7
"296","BUKIT BATOK","GUILIN",550,1060,290,3842,0.792452830188679
"297","BUKIT BATOK","GUILIN",400,760,350,3462,0.986842105263158
"298","BUKIT BATOK","GUILIN",170,540,280,3032,0.833333333333333
"299","BUKIT BATOK","GUILIN",260,650,260,3172,0.8
"300","BUKIT BATOK","GUILIN",0,20,80,2122,4
"301","BUKIT BATOK","HILLVIEW",50,260,20,2372,0.269230769230769
"302","BUKIT BATOK","HILLVIEW",690,1330,430,4392,0.842105263157895
"303","BUKIT BATOK","HILLVIEW",1610,3250,1340,7932,0.907692307692308
"304","BUKIT BATOK","HILLVIEW",60,200,30,2302,0.45
"305","BUKIT BATOK","HILLVIEW",230,690,220,3172,0.652173913043478
"306","BUKIT BATOK","HILLVIEW",30,210,10,2272,0.19047619047619
"307","BUKIT BATOK","HILLVIEW",630,1220,450,4222,0.885245901639344
"308","BUKIT BATOK","HILLVIEW",1560,3040,1380,7632,0.967105263157895
"309","BUKIT BATOK","HILLVIEW",50,160,30,2262,0.5
"310","BUKIT BATOK","HILLVIEW",250,620,180,3062,0.693548387096774
"311","BUKIT BATOK","HILLVIEW",0,10,110,2142,11
"312","BUKIT BATOK","HONG KAH NORTH",140,200,150,2472,1.45
"313","BUKIT BATOK","HONG KAH NORTH",450,1000,440,3882,0.89
"314","BUKIT BATOK","HONG KAH NORTH",570,1250,540,4282,0.888
"315","BUKIT BATOK","HONG KAH NORTH",710,1880,1100,5652,0.962765957446808
"316","BUKIT BATOK","HONG KAH NORTH",970,2450,1230,6552,0.897959183673469
"317","BUKIT BATOK","HONG KAH NORTH",0,20,50,2092,2.5
"318","BUKIT BATOK","HONG KAH NORTH",130,160,140,2412,1.6875
"319","BUKIT BATOK","HONG KAH NORTH",480,1000,410,3802,0.89
"320","BUKIT BATOK","HONG KAH NORTH",630,1230,530,4272,0.943089430894309
"321","BUKIT BATOK","HONG KAH NORTH",730,1900,1000,5612,0.910526315789474
"322","BUKIT BATOK","HONG KAH NORTH",1010,2440,1170,6502,0.89344262295082
"323","BUKIT BATOK","HONG KAH NORTH",0,10,110,2142,11
"324","BUKIT MERAH","ALEXANDRA HILL",620,1030,680,4212,1.2621359223301
"325","BUKIT MERAH","ALEXANDRA HILL",170,500,340,3032,1.02
"326","BUKIT MERAH","ALEXANDRA HILL",210,520,430,3182,1.23076923076923
"327","BUKIT MERAH","ALEXANDRA HILL",90,310,290,2752,1.2258064516129
"328","BUKIT MERAH","ALEXANDRA HILL",200,660,370,3282,0.863636363636364
"329","BUKIT MERAH","ALEXANDRA HILL",10,90,100,2222,1.22222222222222
"330","BUKIT MERAH","ALEXANDRA HILL",670,1160,770,4462,1.24137931034483
"331","BUKIT MERAH","ALEXANDRA HILL",180,460,290,2932,1.02173913043478
"332","BUKIT MERAH","ALEXANDRA HILL",260,570,320,3102,1.01754385964912
"333","BUKIT MERAH","ALEXANDRA HILL",100,330,240,2712,1.03030303030303
"334","BUKIT MERAH","ALEXANDRA HILL",230,610,310,3142,0.885245901639344
"335","BUKIT MERAH","ALEXANDRA HILL",10,80,90,2202,1.25
"336","BUKIT MERAH","ALEXANDRA NORTH",0,70,0,2102,0
"337","BUKIT MERAH","ALEXANDRA NORTH",200,360,70,2642,0.75
"338","BUKIT MERAH","ALEXANDRA NORTH",130,180,30,2352,0.888888888888889
"339","BUKIT MERAH","ALEXANDRA NORTH",40,210,20,2312,0.285714285714286
"340","BUKIT MERAH","ALEXANDRA NORTH",10,100,30,2192,0.4
"341","BUKIT MERAH","ALEXANDRA NORTH",0,30,0,2062,0
"342","BUKIT MERAH","ALEXANDRA NORTH",200,350,70,2622,0.771428571428571
"343","BUKIT MERAH","ALEXANDRA NORTH",90,160,30,2302,0.75
"344","BUKIT MERAH","ALEXANDRA NORTH",50,170,10,2272,0.352941176470588
"345","BUKIT MERAH","ALEXANDRA NORTH",50,110,30,2202,0.727272727272727
"346","BUKIT MERAH","BUKIT HO SWEE",480,1180,1100,4742,1.33898305084746
"347","BUKIT MERAH","BUKIT HO SWEE",200,540,290,3002,0.907407407407407
"348","BUKIT MERAH","BUKIT HO SWEE",40,80,80,2232,1.5
"349","BUKIT MERAH","BUKIT HO SWEE",190,630,420,3272,0.968253968253968
"350","BUKIT MERAH","BUKIT HO SWEE",310,850,470,3642,0.917647058823529
"351","BUKIT MERAH","BUKIT HO SWEE",0,30,0,2052,0
"352","BUKIT MERAH","BUKIT HO SWEE",560,1360,1100,5002,1.22058823529412
"353","BUKIT MERAH","BUKIT HO SWEE",220,470,250,2912,1
"354","BUKIT MERAH","BUKIT HO SWEE",50,100,50,2212,1
"355","BUKIT MERAH","BUKIT HO SWEE",160,560,350,3122,0.910714285714286
"356","BUKIT MERAH","BUKIT HO SWEE",280,740,360,3392,0.864864864864865
"357","BUKIT MERAH","BUKIT HO SWEE",0,20,10,2052,0.5
"358","BUKIT MERAH","BUKIT MERAH",90,200,130,2432,1.1
"359","BUKIT MERAH","BUKIT MERAH",0,20,20,2062,1
"360","BUKIT MERAH","BUKIT MERAH",100,220,110,2422,0.954545454545455
"361","BUKIT MERAH","BUKIT MERAH",0,60,30,2112,0.5
"362","BUKIT MERAH","DEPOT ROAD",250,520,260,3052,0.980769230769231
"363","BUKIT MERAH","DEPOT ROAD",300,500,60,2872,0.72
"364","BUKIT MERAH","DEPOT ROAD",50,110,50,2242,0.909090909090909
"365","BUKIT MERAH","DEPOT ROAD",240,620,290,3172,0.854838709677419
"366","BUKIT MERAH","DEPOT ROAD",250,480,230,3012,1
